Resource Identifier,Title,Alternative Title,Creator,Image,Weblog,Description,Subject,Date,Type,Format,Source,Language,Contributor,Annotates,Access Rights
2020.2.286.1,Freeway Wars,,Frank Romero,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202022861.jpg,,"Frank E. Romero Freeway Wars, 1990 Serigraph on paper, 39.75” x 46” Mexic-Arte Museum Collection 2020.2.286.1 Gift of Juan Antonio Sandoval Jr. Chicano artist Frank Romero has explored numerous subjects in his art, especially the car culture of Los Angeles. He portrays classic cars, trucks, lowriders, and muscle cars. Romero is also known for depicting car crashes on freeways and shootings from cars, as seen in this print Freeway Wars. Rivals shoot at each other from their cars, while speeding recklessly around a curve in the freeway. Frank Romero was born in 1941 in East Los Angeles, California; he attended Otis College of Art and California State University. Romero began painting when he was five years old. During the height of the Chicano Movement for civil rights in the early 1970s, Romero identified himself as a Chicano. He began working with three other Chicano artists in what was known as Los Four. The art collective used murals, graffiti, and street theater to protest America?’s military involvement in Vietnam and Southeast Asia. His most famous artwork, The Death of Rubén Salazar (1986), documents the killing of Chicano journalist Rubén Salazar. He was fatally struck by a canister of tear gas shot into the Silver Dollar Bar on August 29, 1970 by LA County Sheriffs after a rally against the Vietnam War. “I grew up in East Los Angeles, and we always had problems and feared the sheriff’s department because their policy was to come down hard on minorities,” says Romero. Commenting on his use of bright, bold colors in his art, “The part of me that’s Mexican or Latino, I think of Mexicans, like hot vibrant colors. You see that in the way the houses are painted in Mexico and East LA.” Romero has been a dedicated member of the Chicano art community of Los Angeles for forty years.",Border Guns Violence Los Angeles Automobile. Serigraph. Print,1990,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.287.1,"Presa es la Frontera, la Frontera Te Apresa",,Yorch (Jorge Perez),https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202022871.jpg,,"Rezizte Collective Yorch (Jorge Perez) Presa es la Frontera, la Frontera Te Apresa, 2016 Serigraph on paper, 17.5” x 26.5” Mexic-Arte Museum Collection 2020.2.287.1 Gift of Juan Antonio Sandoval Jr. Taller 75 Grados, Mexico City, MX Desert Triangle Print Carpeta A large colorful bird with small humans climbing on its back. There are two people sitting in a throne in front of it.",Bird Border. Serigraph. Print,2016,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.4.13,26,,Francisco Delgado,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/20202413.jpg,,"Francisco Delgado $26, 1998 Oil on canvas, 49.5” x 87.75” Mexic-Arte Museum Collection 2020.2.4.13 Gift of Juan Antonio Sandoval Jr. As a borderland artist, Francisco Delgado illustrates U.S. citizens crossing the border into Mexico. Tourists, workers, students, commercial and industrial travelers pass through the busy El Paso – Juárez, Mexico border, which also conveys to-and-fro international trade between Mexico and the United States. According to Delgado, his painting represents the crossing of currency from the U.S. to Mexico, where the U.S. dollar is valued for its purchasing power (currently one dollar is worth about 19 pesos). This scene takes place at the “Free Bridge” (Cordova Bridge or the Bridge of the Americas) in El Paso as drivers cross into Juárez. U.S. Presidents Andrew Jackson (left), Abraham Lincoln (center), and George Washington (right) drive individually into Mexico, each of them pictured on U.S. dollar bills. Together, the total worth of their currency adds up to $26 (Jackson $20, Lincoln $5, and Washington $1). Jackson appears to be yelling, perhaps at the newspaper vendor who runs toward him. An angry Lincoln is saying “no” to a window washer, who wipes down his windshield and asks to be paid. He holds up an empty Coke bottle to Lincoln, who refuses to drop money into it. Meanwhile, a woman, wearing a green shawl (symbolizing the color of money) and holding a cup from McDonald’s, begs Lincoln for money. Her little boy reaches for his milk bottle that she clutches in her left hand. Washington waits patiently for the traffic to move forward. A paleta (Mexican popsicle) vendor pushes his paleta wagon, hoping to sell to the Americans. Delgado explains, “The masks on the vendors and other Mexicans symbolize the struggle to survive. They are luchadores [Mexican wrestlers]. The masks are black because they are anonymous, and we do not see them. We don’t see or acknowledge their faces or struggle.” Francisco Delgado was born on November 3, 1974 in Ciudad Juárez, and grew up in El Paso’s Segundo Barrio. He received his Master of Fine Arts from the Yale School of Art. His Bordeño artworks are informed by the social and cultural struggles inherent to life on the Mexican and United States border. His artwork addresses issues of identity, race, cultural traditions, and government policies that affect migration and immigrants. In his own words, Delgado says “I am a visual artist with an artistic focus on social issues”. He visually represents the history of his community and creates a dialogue for social change. Often using dark humor or satire to depict his narratives, his artwork highlights the struggles of underrepresented people along the border. A prolific artist, Delgado works in painting, drawing, printmaking, and has also produced community murals. His works have been published in books, exhibited in national and international art exhibitions and community institutions. Francisco currently resides, teaches and creates artwork in El Paso. Cars with past U.S. presidents inside waiting to cross the Mexican border while people come up to them offering services and selling goods. The vendors are wearing luchador masks",Border El Paso U.S. Presidents Money. Oil. Painting,1998,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.156.34,César Chávez,,Luis Jiménez Luis Jiménez,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020215634.jpg,,"Luis Jiménez César Chávez, n.d. Lithograph on paper, 31” x 22.5” Mexic-Arte Museum Collection 2020.2.156.34 Gift of Juan Antonio Sandoval Jr. Chicano artist Luis Jiménez created a portrait of famous Chicano activist César Estrada Chávez (1927 – 1993), an iconic figure in the American civil rights movement. Jiménez captured Chávez’s humble nature, his gritty determination, and silent power; his lips parted, he appears to be speaking directly to the viewer. Chávez organized protest marches to demand labor rights for Mexican and Chicano migrant farm workers. Along with Dolores Huerta, he organized the United Farm Workers (UFW) in 1962, the first Mexican American labor group to be recognized by the AFL-CIO (The American Federation of Labor and Congress of Industrial Organizations). To garner support from American consumers, Chávez mounted a nation-wide boycott of iceberg lettuce and grapes. A pacifist inspired by Gandhi, Chávez practiced nonviolent resistance in his protests, and he fasted to gain public sympathy for the UFW and its fight for labor rights. His protests and speeches inflamed growers, and he received countless death threats. His constant fasting vigils may have weakened his health, and he died of natural causes. Tens of thousands of mourners attended his funeral, where he was called an American hero-martyr. César Chávez Day (March 31, his birthday) is a U.S. federal commemorative holiday, as proclaimed by President Barack Obama in 2014. Proud of his Chicano roots, Luis Jiménez (1940-2006) was an El Paso, Texas native, best known for his large-scale, brightly colored sculptures immersed in the Chicano iconography of Texas and New Mexico. Jiménez studied art and architecture at The University of Texas in Austin and El Paso. He eventually traveled to Mexico to study the famous Mexican muralists Diego Rivera and José Clemente Orozco, and was also influenced by regionalists Thomas Hart Benton and Grant Wood. After completing school, he went to work for his father making neon signs and car decals. In 1966 Jiménez moved to New York and joined the Pop Art scene, making painted fiberglass figurative works inspired by the everyday lives of Latinos living in the Southwest. His work shows his concern for working-class people and those who have suffered from discrimination. Jimenez was and remains respected in Latino communities for his perspective and narrative of the culture of Mexico and the Southwest. His artwork emulates popular Cholo car culture, demonstrated in his use of fiberglass, spray paint, and imagery consisting of Aztec emperors, border crossing, and vaqueros riding wild broncos. His works are in the collections of the Albuquerque Museum, the Smithsonian American Art Museum in Washington, D.C., the El Paso Museum of Art, the Metropolitan Museum of Art in New York, the Art Institute of Chicago, and the Museum of Fine Arts in Houston, among others.",César Chávez Border Activism Political Agriculture United Farm Workers Luis Jimenez. Lithograph. Print,,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.288.1,Medusa,,Christina Cárdenas,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202022881.jpg,,"Christina Cárdenas Medusa, 2015 Serigraph on paper, 30” x 22” Mexic-Arte Museum Collection 2020.2.288.1 Gift of Juan Antonio Sandoval Jr. Taller 75 Grados, Mexico City, MX Desert Triangle Print Carpeta ""I am a “Tapatia de Corazón” born in Guadalajara, Jalisco. My draftsmanship, iconography, artistic forms, color and style are derived from Mexican neo-figurative expressionism, which I learned from academic training at the Universidad de Guadalajara, Escuela de Artes Plásticas, in combination with the training I received in the University of Arizona where I earned a Master of Fine Arts degree in printmaking. I am a recipient of grants and fellowships: The Lila Wallace Reader’s Digest Award Residency at Claude Monet Museum in Giverny, France; NEA/WESTAF Regional Fellowship for Visual Artists; and Great Walls Unlimited, SPARC, Venice, CA, among others. Due to my personal history as an immigrant, the recurring theme in my work responds to and communicates relevant political and personal impressions, such as the right for immigrants to have a path to American citizenship. My work is an exploration of immigration/migration and its effects on culture, family, the loss of los ausentes (the ones who left their homelands and are considered missing in their physical absence, but not in their psychological presence,) and the individual in these times of racism. I also represent with images the timeless human phenomena of deconstructing female stereotypes, echoing themes of divided families, struggle, strength, and success. I create from the perspective of a woman artist born “al otro lado” that has now lived and worked in the border region of Tucson, Arizona for over two decades."" - Christina Cárdenas","Portrait Border Jalisco Immigrant Medusa. Serigraph. Print, Screen",2015,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.289.1,Bici Rider #1 of Saipan,,Federico Villalba,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202022891.jpeg,,"Federico Villalba Bici Rider #1 of Saipan, 2015 Photography print on paper, 20” x 24.5” Mexic-Arte Museum Collection 2020.2.289.1 Gift of Juan Antonio Sandoval Jr. Taller 75 Grados, Mexico City, MX Desert Triangle Print Carpeta ""Bici Rider #1 of Saipan is my Desert Triangle serigraph, which originated with the crisp click of my camera’s shutter, while covering a grassroots rally in May 2014 to save the historic Lincoln Center in El Paso, Texas, from the destructive swing of a wrecking ball for new freeway construction. The still photograph has been featured in several art exhibitions in the photography form. My friend, Karl Whiataker, asked to use the image for a print created by maestro Arturo Negrete and his team at Mexico City’s Taller 75 Grados. The print features Luis (Tego), a young Chicano bicycle enthusiast proudly resting on his beautiful blue and chrome, three-wheel custom lowrider bike in the midst of Lincoln Park, an urban jungle playground of grass and freeway concrete pillars adorned with colorful art murals with Mexican American themes. The area has become a center of the celebration of Chicano culture, art, and heritage with its Chicano-themed murals and events like the annual Lincoln Park Day, featuring lowriders cars and bicycles, art, music, dance, and attire. It is El Paso’s flavor of San Diego’s famous Chicano Park. Lincoln Center and Park are located under several feeder arteries in the I-10/54 “Spaghetti Bowl'' freeway exchange area, historically known as Concordia and Saipan. Lincoln Center, the last remaining structure from El Paso’s past, was a training camp for Buffalo Soldiers (1860’s) and the first non-segregated school, admitting Mexican American and Black students (1915). The summer when I took the photograph of Luis, the issue of Lincoln Center’s future had reached a fevered pitch, involving the Texas Department of Transportation, El Paso City Council, multiple car clubs, and several grassroots neighborhood groups, like Save Lincoln Center and Lincoln Park Conservation Committee. El Paso is my home base to wander the US/Mexico border. My street photography art tends to focus on visually documenting the things – dimples and blemishes – that make life along “la frontera” so colorful and unique. The debate on the future of Lincoln Center is still ongoing."" – Federico Villalba",Border El Paso Bicycle. Photograph print. Photograph,2015,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.85.31,Spanish Officer - 18th Century,,José Cisneros,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202028531.jpg,,"José Cisneros Spanish Officer - 18th Century, 1990 Pen and ink on paper, 27.5” x 22.5” Mexic-Arte Museum Collection 2020.2.85.31 Gift of Juan Antonio Sandoval Jr. In the 18th Century, the Spanish military attire began to change from the conquistador helmet and armor to an imitation of the French uniform. José Cisneros (1910-2009) has been described as a leading historical illustrator of the Southwest. While he was a painter, wood carver, writer and muralist, his primary focus was recording the history of the Southwest border region through his illustrations. Born in Villa Ocampo, Mexico, José eventually moved to Juarez with his family in 1925 where he obtained a school passport to attend the Lydia Patterson Institute in El Paso, Texas. While enrolled in a painting class, he discovered during one of the lessons that he was color blind. Two years later, he was forced to quit school to help financially support his family. He procured a position at El Paso’s White House Department Store, where he designed displays and began to draw on Poster Board. He introduced himself to artist Tom Lea, which led to an invitation for Cisneros to exhibit his work at the El Paso Public Library in 1938. His work was so popular that his exhibit was extended for two weeks, and was eventually exhibited in Juarez. Later, he was invited to illustrate many books and printing projects through a long-term collaboration with Carl Hertzog, the famous typographer, book designer, and publisher. During this time, he designed the coat of arms for the city of Juarez, and eventually the seal for The University of Texas at El Paso. Among his many honors are the Americanism Award given to him by the Daughters of the American Revolution; he was knighted by Pope John Paul II in 1990, and was given the Order of Civil Merit by King Juan Carlos I of Spain in 1991. In 2001, he received the National Humanities Medal presented by President George W. Bush. José Cisneros remained a lifelong resident of El Paso, Texas up until his death on November 14th, 2009. In the 18th Century, the Spanish military attire began to change from the conquistador helmet and armor to an imitation of the French uniform. Durante el siglo 18, el traje militar español se cambia en el casco y en la armadura del conquistador a una imitación del uniforme Francés.",Border Horse Animal Uniform Jose Cisneros Spanish Military. Pen and ink. Drawing,1990,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.85.32,The First Thanksgiving,,José Cisneros,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202028532.jpg,,"José Cisneros The First Thanksgiving, 1989 Pen, ink, and color pencil, 21” x 31” Mexic-Arte Museum Collection 2020.2.85.32 Gift of Juan Antonio Sandoval Jr. Cisneros has produced many drawings of the “First Thanksgiving” on what is now United States territory. This historical event, which predates the Jamestown pilgrims, relates to the entry of Don Juan de Oñate into El Paso del Norte (modern Ciudad Juárez and El Paso, Texas area). After completing their last league of their expedition passing through Chihuahua desert, it is believed that here Oñate, the colonizers, and Indian allies, gave thanks after the long journey. José Cisneros (1910-2009) has been described as a leading historical illustrator of the Southwest. While he was a painter, wood carver, writer and muralist, his primary focus was recording the history of the Southwest border region through his illustrations. Born in Villa Ocampo, Mexico, José eventually moved to Juarez with his family in 1925 where he obtained a school passport to attend the Lydia Patterson Institute in El Paso, Texas. While enrolled in a painting class, he discovered during one of the lessons that he was color blind. Two years later, he was forced to quit school to help financially support his family. He procured a position at El Paso’s White House Department Store, where he designed displays and began to draw on Poster Board. He introduced himself to artist Tom Lea, which led to an invitation for Cisneros to exhibit his work at the El Paso Public Library in 1938. His work was so popular that his exhibit was extended for two weeks, and was eventually exhibited in Juarez. Later, he was invited to illustrate many books and printing projects through a long-term collaboration with Carl Hertzog, the famous typographer, book designer, and publisher. During this time, he designed the coat of arms for the city of Juarez, and eventually the seal for The University of Texas at El Paso. Among his many honors are the Americanism Award given to him by the Daughters of the American Revolution; he was knighted by Pope John Paul II in 1990, and was given the Order of Civil Merit by King Juan Carlos I of Spain in 1991. In 2001, he received the National Humanities Medal presented by President George W. Bush. José Cisneros remained a lifelong resident of El Paso, Texas up until his death on November 14th, 2009. Cisneros has produced many drawings of the “First Thanksgiving” on what is now United States territory. This historical event, which predates the Jamestown pilgrims, relates to the entry of Don Juan de Oñate into El Paso del Norte (modern Ciudad Juárez and El Paso, Texas area). After completing their last league of their expedition passing through Chihuahua desert, it is believed that here Oñate, the colonizers, and Indian allies, gave thanks after the long journey. Cisneros produjo muchos gráficos del “primer día de dar gracias” en cuál ahora es territorio de los Estados Unidos. Este acontecimiento histórico, sucedió y antes de los peregrinos de Jamestown y se relaciona con la entrada de Juan de Oñate al Paso del Norte (área moderna Ciudad Juárez y de El Paso, Texas). Después de terminar su último trecho de su expedición que pasó a través del desierto de Chihuahua, se cree que aquí Oñate, los colonizadores y los indios aliados dieron las gracias por el llegar a su destino después de un viaje largo.","Border Thanksgiving Jose Cisneros Conquistador El Paso. Pen, ink, and color pencil. Drawing",1989,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.26.8,Untitled,,Marta Arat,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/20202268-2.jpg,,"Marta Arat Untitled, n.d. Watercolor on vellum, 19” x 24” Mexic-Arte Museum Collection 2020.2.26.8 Gift of Juan Antonio Sandoval Jr. In this watercolor, a group of Tarahumara, originally the Rarámuri, participate in a ritual, perhaps the annual “curing” ceremony to assure plentiful rain and a good harvest. Other curing rituals helped to heal tribal members and protect their animals. Here, the shaman wearing a red shirt holds an offering, while behind him the drummer makes music and dances. The Rarámuri once occupied large areas in the Chihuahuan Desert, but were driven south by the Spanish settlers looking for precious metals. Primarily farmers, the Rarámuri lived on small farming settlements or “ranchos.” Their original name, Rarámuri, refers to their ability to run long distances. They were never fully assimilated, although many blend Catholic practices with their native religion. Today, their population numbers around 70,000, and they remain fiercely independent. Artist Marta Arat (1932-2002) was born in Ciudad Juarez, Chihuahua, Mexico. She spent most of her adult life along the El Paso/Juarez border, where she studied art at The University of Texas at El Paso. Arat painted her social and spiritual self and created work that experimented with color while mirroring a time and place that reflects the region of the Chihuahuan borderlands. Arat’s work presents images taken from the beauty and diversity of people’s hopes, aspirations, and dreams. Marta Arat painted a full spectrum of women, with the belief that women along the US/Mexico border are often overlooked though they are a historic example of life and change. She was a close friend of the El Paso collector Juan Sandoval. Arat was active in the Soñando Juntos organization, an immigrant youth-led organization that empowers borderland immigrant youth through civic engagement. Locally, her first exhibition ""Life in the Barranca Del Cobre"" in 1980 was followed by her first group exhibition ""La Mujer y Su Arte"" in 1984. Arat’s artwork has been published in magazines, books, and commercially. From Chihuahua, Mexico throughout Texas and to other parts of the region, she has exhibited in museums, galleries and university libraries. Her paintings can be found in many private, corporate, and public museum collections throughout Mexico and the United States.",Border Indigenous Tarahumara Marta Arat. Watercolor. Painting,,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.26.9,Untitled,,Marta Arat,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/20202269.jpg,,"Marta Arat Untitled, n.d. Graphite on vellum, 19” x 24” Mexic-Arte Museum Collection 2020.2.26.9 Gift of Juan Antonio Sandoval Jr. This piece is a part of a series of studies made by the artist. You can see the thought process as Marta Arat worked through various composition ideas. In this sketch, a group of Tarahumara, originally the Rarámuri, participate in a ritual, perhaps the annual “curing” ceremony to assure plentiful rain and a good harvest. Artist Marta Arat (1932-2002) was born in Ciudad Juarez, Chihuahua, Mexico. She spent most of her adult life along the El Paso/Juarez border, where she studied art at The University of Texas at El Paso. Arat painted her social and spiritual self and created work that experimented with color while mirroring a time and place that reflects the region of the Chihuahuan borderlands. Arat’s work presents images taken from the beauty and diversity of people’s hopes, aspirations, and dreams. Marta Arat painted a full spectrum of women, with the belief that women along the US/Mexico border are often overlooked though they are a historic example of life and change. She was a close friend of the El Paso collector Juan Sandoval. Arat was active in the Soñando Juntos organization, an immigrant youth-led organization that empowers borderland immigrant youth through civic engagement. Locally, her first exhibition ""Life in the Barranca Del Cobre"" in 1980 was followed by her first group exhibition ""La Mujer y Su Arte"" in 1984. Arat’s artwork has been published in magazines, books, and commercially. From Chihuahua, Mexico throughout Texas and to other parts of the region, she has exhibited in museums, galleries and university libraries. Her paintings can be found in many private, corporate, and public museum collections throughout Mexico and the United States.",Border Indigenous Tarahumara Marta Arat. Graphite. Drawing,,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
