Title,Alternative Title,Creator,Image,Weblog,Description,Add to Description 1,Add to Description 2,Subject,Date,Type,Format,Source,Language,Contributor,Annotates,Access Rights
Coatlicue - The Cycle of Life and Death,Coatlicue - El ciclo de la vida y la muerte,Vibiana Aparicio-Chamberlin,https://nationalmuseumofmexicanart.org/img/36169b94-302b-4e98-9ca1-29c23d9c67c3/2012.181_web.png,https://nationalmuseumofmexicanart.org/artworks/coatlicue-the-cycle-of-life-and-death,"Acrylic and mixed media on canvas / acrílico y técnica mixta sobre lienzo. 36"" x 36"".",,,NMMA 25th Anniversary Donation|woman artist|women artists|Los Angeles|California|LA|pre-Hispanic|skull|symbolism|Coatlicue|Nahuatl|Aztecs|mother of gods|serpent|spirituality|life|death|circle|Day of the Dead|Dia de los Muertos|woman artist|women artist,2006,,,"NMMA Permanent Collection, 2012.181, Gift of the artist in honor of her grandchildren, Emily, Ava, Nicholas and Gillian Chamberlin",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
"When the Opportunist Is King, Women Are a Commodity","Cuando el oportunista es rey, la mujer es una comodidad",Cecilia Concepción Álvarez,https://nationalmuseumofmexicanart.org/img/b6b854ac-349e-4f1e-8a8a-cfd01eca0679/2012.193_web.png,https://nationalmuseumofmexicanart.org/artworks/when-the-opportunist-is-king-women-are-a-commodity,"Acrylic on linen / acrílico sobre lino. 52 3/4"" x 67 1/2"".",,,NMMA 25th Anniversary Donation|feminism|feminist|women|figure|oppression|liberation|Women of Juarez|violence|Rastros y Cronicas|woman artist|women artists|California|Seattle|skulls|Day of the Dead|Dia de los Muertos|suffering|pain|money|Virgin|religion|Pink cross|factory|border|social justice|nude|figures|capitalism|sexuality|equality|weapons,2009,,,"NMMA Permanent Collection, 2012.193, Gift of the artist in memory of Cecilia Alejandra Diego de Álvarez and Jorge Guillermo Álvarez",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Christmas in L.A.,Navidad en Los Ángeles,Vincent Valdez,https://nationalmuseumofmexicanart.org/img/868eb72a-9597-4124-a7e2-49f43aefa880/2012.269_web.png,https://nationalmuseumofmexicanart.org/artworks/christmas-in-la,"Serigraph, 22/96 -  serigrafía, 22/96. 14"" x 25 1/4"" (paper size).",,,NMMA 25th Anniversary Donation|Chicano|California|SHG|Self Help Graphics|dog|animal|Christmas|navidad|LA|Santa|city|urban landscape|urbanism|urbanization|cityscape|humor  fauna,2008,,,"NMMA Permanent Collection, 2012.269, Published at Self Help Graphics & Art",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
United Farm Workers pala,"Unión de campesinos, shovel",Jimmy Longoria,https://nationalmuseumofmexicanart.org/img/8ddc0b9a-845d-4f98-8e9e-8d72c73437a3/2012.277_front_web.png,https://nationalmuseumofmexicanart.org/artworks/united-farm-workers-pala,"Enamel paint on commercially manufactured steel and wood shovel / pintura de esmalte sobre acero y madera en pala de fabricación comercial. 57 1/2"" x 8 3/4"" x 5 5/8"".",,,NMMA 25th Anniversary Donation|farm work|farmers|shovel|tool|labor,2012,,,"NMMA Permanent Collection, 2012.277, Gift of the artist in memory of César Chávez, honoring the continuing struggle of the U.F.W.",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Mojada,Wetback,Franco Mondini-Ruiz,https://nationalmuseumofmexicanart.org/img/89845025-54f6-4f7b-9373-2c438f41332c/2012.343_front_web.png,https://nationalmuseumofmexicanart.org/artworks/mojada,"Commercially manufactured glazed ceramic, glass and resin / cerámica vidriada y vidrio de fabricación comercial y resina. 11"" x 6 1/2"" x 6 1/2"".",,,NMMA 25th Anniversary Donation|found objects|woman|nude|conceptual|immigration|wetback|mojada|mojado|humor|identity,2002,,,"NMMA Permanent Collection, 2012.343, Gift of the artist",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Tool Boy Flying at Nite,Niño herramienta volando de noche,Cruz Ortiz,https://nationalmuseumofmexicanart.org/img/99ce2c14-bcf3-4927-8b59-111b20fb25e0/2013.95_web.png,https://nationalmuseumofmexicanart.org/artworks/tool-boy-flying-at-nite-sic,"Acrylic on canvas / acrílico sobre lienzo. 46 1/4"" x 42"".",sic,,NMMA 25th Anniversary Donation|,2001,,,"NMMA Permanent Collection, 2013.95, Gift of Kathy Vargas, a fellow artist",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Primo - Francisco G. Mendoza,Cousin - Francisco G. Mendoza,José Andreu,https://nationalmuseumofmexicanart.org/img/6e812f07-2b99-4a4f-b5e1-27c6a4a00570/2013.235_web.png,https://nationalmuseumofmexicanart.org/artworks/primo-francisco-g-mendoza,"Oil on linen / óleo sobre lino. 36"" x 24"".",,,Francisco G. Mendoza|portrait|homage|NMMA 25th Anniversary|Day of the Dead|Quetzalcoatl|Virgin of Guadalupe ?|,2012,,,"NMMA Permanent Collection, 2013.235, Gift of the artist",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
"Cast Zambuigus: de gachupin e india, criado por Tio Sam","Casta Zambuigus: Of Gachupin and India, Raised by Uncle Sam",Eric J. García,https://nationalmuseumofmexicanart.org/img/75d977a3-10a2-40a3-9add-552768703f2b/2014.1_front_web.png,https://nationalmuseumofmexicanart.org/artworks/cast-zambuigus-de-gachupin-e-india-criado-por-tio-sam,"Slipcast porcelain with airbrushed glaze, ed. 13  / porcelana colada con esmalte aerografiad, ed. 13. 22"" x 9 1/2"" x 10"".",,,NMMA 25th Anniversary Donation|Chicago artist|Statue of Liberty|Coatlicue|serpent|snake|skull|goddess|classical sculpture| Venus de Milo|irony|fauna,2013,,,"NMMA Permanent Collection, 2014.1, Gift of the artist in honor of Judy García",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Baby Taco,Taco bebe,Franco Mondini-Ruiz,https://nationalmuseumofmexicanart.org/img/864e437b-a74b-40bf-b7c1-ed444874dec8/2014.81_front_web.png,https://nationalmuseumofmexicanart.org/artworks/baby-taco,"Assembled found objects / objetos reciclados ensamblados. 7"" x 7 1/4"" x 7 1/4"".",,,found objects|woman|child|girl|conceptual|taco|food|music|Europe|humor|identity|candy|peanut|game|checkers|chess|baby,1990s,,,"NMMA Permanent Collection, 2014.81, Gift of Sandra Cisneros in memory of Elvira Cordero Cisneros",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Bald Border Brown,"Calva, frontera, cafe",Salvador Andrade,https://nationalmuseumofmexicanart.org/img/53b55fe6-f123-401c-9f9e-561334c292fd/2014.128.5_web.png,https://nationalmuseumofmexicanart.org/artworks/bald-border-brown-from-the-posada-presente-portfolio,"Linocut, 21/35 -  linograbado, 21/35. 11 1/4"" x 15"" (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|eagle|bird|fauna|border|fauna|emblem|USA|Mexico|,2013,,,"NMMA Permanent Collection, 2014.128.5, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
In Posada's Spirit,En el espíritu de Posada,René H. Arceo,https://nationalmuseumofmexicanart.org/img/39621c09-011a-46b8-8cd7-e107b97603ae/2014.128.6_web.png,https://nationalmuseumofmexicanart.org/artworks/in-posadas-spirit-from-the-posada-presente-portfolio,"Linocut, 21/35 -  linograbado, 21/35. 11 1/4"" x 15"" (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|U.S. flag|animals|,2013,,,"NMMA Permanent Collection, 2014.128.6, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Refresco de cola,Soda Pop,Francisco Delgado,https://nationalmuseumofmexicanart.org/img/9bcb1597-0063-4ccc-8692-0cc686579d89/2014.128.14_web.png,https://nationalmuseumofmexicanart.org/artworks/refresco-de-cola-from-the-posada-presente-portfolio,"Linocut, 21/35 -  linograbado, 21/35. 11 1/4"" x 15 1/8"" (paper size).",from the Posada Presente portfolio,from the Posada Presente portfolio),Posada|printmaking|Arroyo|skeleton|horse|cola|tail|Coke|Coca-cola|irony|humor|eagle|,2013,,,"NMMA Permanent Collection, 2014.128.14, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Posada y yo,Posada and I,Juan R. Fuentes,https://nationalmuseumofmexicanart.org/img/d8aafa58-c992-4a82-ba38-56d0d01752e8/2014.128.15_web.png,https://nationalmuseumofmexicanart.org/artworks/posada-y-yo-from-the-posada-presente-portfolio,"Linocut, 21/35 -  linograbado, 21/35. 11"" x 14 3/4""  (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|irony|calaca|calavera|skeleton|war|fighting|death|soldier|2013|calendario| city|combat,2013,,,"NMMA Permanent Collection, 2014.128.15, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
José Guadalupe Posada: Art  Activism 1913-2013,José Guadalupe Posada: Activismo en el arte 1913-2013,Eric J. García,,https://nationalmuseumofmexicanart.org/artworks/josé-guadalupe-posada-art-activism-from-the-posada-presente-portfolio,"Woodcut, 21/35 -  xilografía, 21/35. 14 7/8"" x 11"" (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|irony|Uncle Sam|Tio Sam|Gato Gordo|Malverde|Fat Cat|calavera|calaca|Day of the Dead|Día de los Muertos,2013,,,"NMMA Permanent Collection, 2014.128.16, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Political Beast,Bestia política,Daniel González,https://nationalmuseumofmexicanart.org/img/88389f4b-1515-4c8d-81b5-a0332ec1ee3e/2014.128.17_web.png,https://nationalmuseumofmexicanart.org/artworks/political-beast-from-the-posada-presente-portfolio,"Linocut, 21/35 -  linograbado, 21/35. 14 7/8"" x 11"" (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|irony|donkey|Democrat|elephant|Republican|cash|money|Bill of Rights|political party|USA|suit|,2013,,,"NMMA Permanent Collection, 2014.128.17, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
243 and Counting,243 y contando,José Luis Gutiérrez,,https://nationalmuseumofmexicanart.org/artworks/-and-counting-from-the-posada-presente-portfolio,"Linocut, 21/35 linograbado,  21/35. 14 7/8"" x 11 1/8"" (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|irony|IGC|gun death count|murder| calavera|calaca|Day of the Dead|Día de los Muertos|skeleton|concealed weapon|Second Amendment to the Constitution|right to bear arms,2013,,,"NMMA Permanent Collection, 2014.128.18, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Predicción cumplida,Prediction Fulfilled (de la carpeta Posada Presente)],Manuel Guerra,https://nationalmuseumofmexicanart.org/img/b65be5c3-e499-46d6-b156-c7bf2116c289/2014.128.19_web.png,https://nationalmuseumofmexicanart.org/artworks/predicción-cumplida-from-the-posada-presente-portfolio,"Woodcut, 21/35 -  xilografía, 21/35. 15 1/8"" x 11 1/8"" (paper size).",from the Posada Presente portfolio,,Posada|printmaking|Arroyo|spiral|target|murder|figure|devil|diablo|mask|gun|blindfold|victim|fauna,2013,,,"NMMA Permanent Collection, 2014.128.19, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
"Puras papas, Pope Benedicto - the levi-tatter on his historic trip to Mexico - this spuds for you, Pope!","Pure Potatoes, Papa Benedicto - el levi-papita en su viaje histórico a México - ¡Esta papa es pa' ti, Papa!",Ester Hernández,,https://nationalmuseumofmexicanart.org/artworks/puras-papas-pope-benedicto-the-levitatter-on-his-historic-trip-to-mexico-this-spuds-for-you-pope-from-the-posada-presente-portfolio,"Linocut and screenprint, 21/35 -  linograbado y serigrafía, 21/35. 11 1/4"" x 15"" (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|portrait|Pope Benedict|sainthood|potato|Budweiser beer|spud|Mexican flag|eagle|snake|canonization|Roman Catholic|papacy,2013,,,"NMMA Permanent Collection, 2014.128.21, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Siete diablos,Seven Devils,Salvador Jiménez-Flores,https://nationalmuseumofmexicanart.org/img/585f6701-d926-4041-a065-ff6bcbd7f42f/2014.128.22_web.png,https://nationalmuseumofmexicanart.org/artworks/siete-diablos-from-the-posada-presente-portfolio,"Linocut, 21/35 -  linograbado, 21/35. 15"" x 11"" (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|seven deadly sins|devil|diablo|cactus|nopal|fauna|calavera|calaca|Day of the Dead|Día de los Muertos|soberbia / arrogance|envidia / envy|ira / wrath|pereza / sloth or laziness|abaricia / avarice|gula / gluttony|luluria / lust,2013,,,"NMMA Permanent Collection, 2014.128.22, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Cuentos sin fin,Endless Stories,Epifanio Monarrez,https://nationalmuseumofmexicanart.org/img/a3a938a1-b742-496a-8f32-9f93e90d5a7a/2014.128.24_web.png,https://nationalmuseumofmexicanart.org/artworks/cuentos-sin-fin-from-the-posada-presente-portfolio,"Linocut, 21/35 -  linograbado, 21/35. 14 7/8"" x 11"" (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|ATF (Bureau of Alcohol|Tobacco and Firearms)|Operation Fast and Furious|border|gun|weapon|immigration,2013,,,"NMMA Permanent Collection, 2014.128.24, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Into the Golden Age,En la Época de Oro [de la carpeta Posada Presente,Oscar Moya,https://nationalmuseumofmexicanart.org/img/5c6fc4b8-faaf-480d-ba7f-43bd16d1d734/2014.128.26_web.png,https://nationalmuseumofmexicanart.org/artworks/into-the-golden-age-from-the-posada-presente-portfolio,"Linocut, 21/35 -  linograbado, 21/35. 15"" x 11"" (paper size).",from the Posada Presente portfolio,,Posada|printmaking|Arroyo|butterfly|fauna|insect|fence|immigration|migration|Monarch|border|cross|QR bar code|chrysalis|pupa|metamorphosis|Golden Age,2013,,,"NMMA Permanent Collection, 2014.128.26, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
Dime con quién andas y te diré que tan pinche puerco y rata eres,Tell Me Who Your Friends Are and I Will Tell You How Much of a Fucking Pig and Rat You Are,Antonio Pazarán,https://nationalmuseumofmexicanart.org/img/7796d0a4-49a1-4f44-89c7-6d131c7a4208/2014.128.27_web.png,https://nationalmuseumofmexicanart.org/artworks/dime-con-quién-andas-y-te-diré-que-tan-pinche-puerco-y-rata-eres-from-the-posada-presente-portfolio,"Linocut, 21/35 -  linograbado, 21/35. 15"" x 11"" (paper size).",from the Posada Presente portfolio,de la carpeta Posada Presente,Posada|printmaking|Arroyo|fauna|capitalism|capitalist pig|money|cash|rat|pig|,2013,,,"NMMA Permanent Collection, 2014.128.27, John Guido Sr. on behalf of Illinois Ford Dealers",,National Museum of Mexican Art (NMMA),,"NMMA is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. With the exception of fair use as defined by US copyright law, NMMA expressly prohibits the reproduction, distribution, downloading, transmission, sale, transfer, creation of derivative works, modification, public display, public performance, or publication of any materials on this website. Commercial use of any materials on the NMMA website is expressly forbidden.

Images, text, software, documentation, electronic text and image files, audio and video clips, and other materials (the “Contents”) on this site are either © National Museum of Mexican Art or used with permission by NMMA; and are protected by under United States and international copyright laws.

Please note that the NMMA does not hold the copyright to any works in its collection or on exhibition. Therefore, you are responsible for obtaining reproductions rights from any third-party rights holders."
